#Peak halo mass range: 13.625 < log10(Mh/Msun) < 13.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
0.369497 0.780702 0.0490855 0.062753 0.787856 0.0451131 0.0395409 114 1301
0.364435 0.815789 0.0360624 0.0693106 0.783244 0.0399317 0.0371333 114 1301
0.359372 0.815789 0.0143992 0.106112 0.783244 0.0395135 0.0515 114 1301
0.354310 0.754386 0.0183413 0.174386 0.767871 0.0413444 0.0405981 114 1301
0.349247 0.745614 0.0134221 0.131328 0.741737 0.049064 0.0396413 114 1301
0.344185 0.692982 0.0489531 0.0929824 0.730208 0.0487641 0.046384 114 1301
0.339122 0.701754 0.0279753 0.0906433 0.724827 0.0425792 0.0430089 114 1301
0.334060 0.657895 0.0522502 0.0745614 0.707917 0.044464 0.0495011 114 1301
0.328997 0.631579 -0.00271297 0.189271 0.691776 0.0420052 0.0537297 114 1301
0.323935 0.570175 0.0235746 0.163925 0.685626 0.0355901 0.0658348 114 1301
0.318873 0.552632 0.0567434 0.125965 0.66103 0.0399323 0.066898 114 1301
0.313810 0.508772 0.0735065 0.0949788 0.63259 0.0444553 0.0571964 114 1301
0.308748 0.54386 0.0479771 0.113304 0.631822 0.0363134 0.0702895 114 1301
0.303685 0.526316 0.0652335 0.0977444 0.604151 0.0429082 0.0744631 114 1301
0.298623 0.508772 0.0422484 0.133772 0.588778 0.0397286 0.0906256 114 1301
0.293560 0.517544 0.0434318 0.184211 0.55342 0.0499746 0.0851207 114 1301
0.288498 0.54386 0.0161403 0.210526 0.55342 0.0367435 0.0990774 114 1301
0.283435 0.464912 0.0512167 0.194839 0.511914 0.0485091 0.0923438 114 1301
0.278373 0.394737 0.0488115 0.188855 0.468101 0.0561563 0.0914135 114 1301
0.273310 0.333333 0.0599251 0.156863 0.449654 0.0484273 0.116321 114 1301
0.268248 0.394737 0.0338346 0.203247 0.415834 0.0547543 0.103013 114 1301
0.263185 0.394737 0.0416268 0.200859 0.393543 0.0478055 0.114936 114 1301
0.258123 0.368421 0.0265369 0.201754 0.372022 0.040711 0.124402 114 1301
0.253060 0.236842 0.0572755 0.11462 0.328209 0.0541226 0.119844 114 1301
0.247998 0.219298 0.0572975 0.12406 0.315142 0.0445004 0.128329 114 1301
0.242935 0.22807 0.0576441 0.141114 0.282859 0.0446132 0.130478 114 1301
0.237873 0.201754 0.0649123 0.14053 0.242121 0.0609759 0.120188 114 1301
0.232810 0.157895 0.05522 0.125637 0.216756 0.0643564 0.124369 114 1301
0.227748 0.140351 0.0727639 0.118612 0.185242 0.0673201 0.112789 114 1301
0.222685 0.192982 0.0487758 0.192982 0.170638 0.0639574 0.120753 114 1301
0.217623 0.140351 0.0679825 0.140351 0.154497 0.056393 0.116606 114 1301
0.212560 0.114035 0.0859649 0.114035 0.121445 0.0653761 0.095804 114 1301
0.207498 0.0877193 0.0940989 0.0877193 0.121445 0.0521813 0.105762 114 1301
0.202435 0.0789474 0.0291607 0.0789474 0.0953113 0.056814 0.0832722 114 1301
0.197373 0.0438596 0.0406474 0.0438596 0.0760953 0.0448664 0.0700758 114 1301
0.192310 0.00877193 0.0347063 0.00877193 0.0561107 0.0437414 0.0539145 114 1301
0.187248 0.00877193 0.0218403 0.00877193 0.0415065 0.0405941 0.0407876 114 1301
0.182185 0 0.0306122 0 0.0292083 0.0316482 0.0292083 114 1301
0.177123 0.00877193 0.0116362 0.00877193 0.0215219 0.0316616 0.0215219 114 1301
0.172060 0.00877193 0.00940989 0.00877193 0.0146042 0.0288741 0.0146042 114 1301
0.166998 0.00877193 0.0193971 0.00877193 0.00538048 0.0265036 0.00538048 114 1301
0.161935 0.00877193 0.0116362 0.00877193 0.00461184 0.0230828 0.00461184 114 1301
0.156873 0 0.0140845 0 0.000768639 0.0166101 0.000768639 114 1301
0.151810 0 0 0 0 0.0101376 0 114 1301
0.146748 0 0 0 0.00153728 0.00570385 0.00153728 114 1301
0.141685 0 0 0 0 0.0029985 0 114 1301
0.136623 0 0 0 0 0.00221729 0 114 1301
0.133248 0 0 0 0 0.00222222 0 114 1301
0.129873 0 0 0 0 0.000743494 0 114 1301
0.126498 0 0 0 0 0.000772798 0 114 1301
0.123123 0 0 0 0 0.000772798 0 114 1301
0.119748 0 0 0 0 0 0 114 1301
0.116373 0 0 0 0 0 0 114 1301
0.112998 0 0 0 0 0 0 114 1301
0.109623 0 0 0 0 0 0 114 1301
0.106248 0 0 0 0 0 0 114 1301
0.102873 0 0 0 0 0 0 114 1301
0.099498 0 0 0 0 0 0 114 1301
0.096123 0 0 0 0 0 0 114 1301
0.092748 0 0 0 0 0 0 114 1301
0.089373 0 0 0 0 0 0 114 1301
0.085998 0 0 0 0 0 0 114 1301
0.082623 0 0 0 0 0 0 114 1301
0.080373 0 0 0 0 0 0 114 1301
0.078123 0 0 0 0 0 0 114 1301
0.075873 0 0 0 0 0 0 114 1301
0.073623 0 0 0 0 0 0 114 1301
0.071373 0 0 0 0 0 0 114 1301
0.069123 0 0 0 0 0 0 114 1301
0.066873 0 0 0 0 0 0 114 1301
0.064623 0 0 0 0 0 0 114 1301
0.062373 0 0 0 0 0 0 114 1301
0.060123 0 0 0 0 0 0 114 1301
0.055623 0 0 0 0 0 0 114 1301
