#Observed stellar mass range: 12 < log10(M*/Msun) < 12.2
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
0.465685 1 0 1 1 0 0 2 40
0.460622 1 0 1 1 0 0 2 40
0.455560 1 0 1 0.975 0.025 0.015 2 40
0.450497 1 0 1 0.975 0.00912696 0.0172535 2 40
0.445435 1 0 1 0.975 0.00277776 0.0338235 2 40
0.440372 1 0 1 0.975 0.00775862 0.0258475 2 40
0.435310 1 0 1 1 0 0.030303 2 40
0.430247 1 0 1 1 0 0.0181818 2 40
0.425185 1 0 1 1 0 0.0181818 2 40
0.420122 1 0 1 1 0 0.0227273 2 40
0.415060 1 0 1 1 0 0.02 2 40
0.409997 1 0 1 1 0 0.05 2 40
0.404935 1 0 1 0.975 0.025 0.0290541 2 40
0.399872 1 0 1 0.95 0.01875 0.03 2 40
0.394810 1 0 1 0.925 0.037963 0.00192308 2 40
0.389747 1 0 1 0.975 0.00119042 0.0539474 2 40
0.384685 1 0 1 0.95 0.0155172 0.0240741 2 40
0.379622 1 0 1 0.9 0.036508 0.00810808 2 40
0.374560 1 0 1 0.975 0.00613207 0.0375 2 40
0.369497 1 0 1 0.975 0.00227273 0.05 2 40
0.364435 1 0 1 1 -0.0147059 0.0645161 2 40
0.359372 1 0 1 1 0 0.06 2 40
0.354310 1 0 1 0.975 0.025 0.0375 2 40
0.349247 1 0 1 0.95 0.05 0.0125 2 40
0.344185 1 0 1 0.95 0.05 0.0181818 2 40
0.339122 1 0 1 0.95 0.0295919 0.0409091 2 40
0.334060 1 0 1 0.875 0.0661765 0.0271739 2 40
0.328997 1 0 1 0.85 0.0666667 0.0166667 2 40
0.323935 1 0 1 0.875 0.0535714 0.0416667 2 40
0.318873 1 0 1 0.875 0.0439189 0.05 2 40
0.313810 1 0 1 0.9 0.0411765 0.0666667 2 40
0.308748 1 0 1 0.85 0.07 0.0563492 2 40
0.303685 1 0 1 0.9 0.05 0.0830986 2 40
0.298623 1 0 1 0.875 0.075 0.0846774 2 40
0.293560 1 0 1 0.925 0.0104839 0.111047 2 40
0.288498 0.5 0.166667 0.5 0.875 0.025 0.107877 2 40
0.283435 0.5 0.5 0.5 0.875 0.025 0.104167 2 40
0.278373 0.5 0.3 0.5 0.875 0.0168919 0.121154 2 40
0.273310 0.5 0.166667 0.5 0.9 0.00566041 0.153968 2 40
0.268248 0.5 0.5 0.5 0.825 0.0613636 0.132692 2 40
0.263185 0.5 0.166667 0.5 0.8 0.0421053 0.133333 2 40
0.258123 0.5 0.5 0.5 0.775 0.0485294 0.129839 2 40
0.253060 0.5 0.5 0.5 0.8 0.0157894 0.195833 2 40
0.247998 0.5 0.166667 0.5 0.725 0.0416666 0.204452 2 40
0.242935 0.5 0 0.5 0.675 0.0608491 0.146698 2 40
0.237873 0.5 0 0.5 0.6 0.122222 0.14 2 40
0.232810 0.5 0.166667 0.5 0.525 0.161275 0.125 2 40
0.227748 0.5 0 0.5 0.575 0.0916667 0.195 2 40
0.222685 0.5 -0.166667 0.5 0.6 0.0590909 0.261972 2 40
0.217623 0.5 -0.5 0.5 0.55 0.0369565 0.3 2 40
0.212560 0.5 -0.5 0.5 0.4 0.131915 0.206452 2 40
0.207498 0.5 -0.5 0.5 0.35 0.106522 0.183333 2 40
0.202435 0 0 0 0.3 0.111765 0.218033 2 40
0.197373 0 0 0 0.175 0.129348 0.116176 2 40
0.192310 0 0 0 0.175 0.075 0.137963 2 40
0.187248 0 0 0 0.15 0.119231 0.129592 2 40
0.182185 0 0 0 0.125 0.0527778 0.125 2 40
0.177123 0 0 0 0.125 0.0568182 0.125 2 40
0.172060 0 0 0 0.05 0.0963415 0.05 2 40
0.166998 0 0 0 0.025 0.097449 0.025 2 40
0.161935 0 0 0 0 0.0754717 0 2 40
0.156873 0 0 0 0 0.0526316 0 2 40
0.151810 0 0 0 0 0.0408163 0 2 40
0.146748 0 0 0 0 0.0444444 0 2 40
0.141685 0 0 0 0 0.02 0 2 40
0.136623 0 0 0 0 0 0 2 40
0.133248 0 0 0 0 0.02 0 2 40
0.129873 0 0 0 0 0.0222222 0 2 40
0.126498 0 0 0 0 0.0175439 0 2 40
0.123123 0 0 0 0 0 0 2 40
0.119748 0 0 0 0 0 0 2 40
0.116373 0 0 0 0 0 0 2 40
0.112998 0 0 0 0 0 0 2 40
0.109623 0 0 0 0 0 0 2 40
0.106248 0 0 0 0 0 0 2 40
0.102873 0 0 0 0 0 0 2 40
0.099498 0 0 0 0 0 0 2 40
0.096123 0 0 0 0 0 0 2 40
0.092748 0 0 0 0 0 0 2 40
0.089373 0 0 0 0 0 0 2 40
0.085998 0 0 0 0 0 0 2 40
0.082623 0 0 0 0 0 0 2 40
0.080373 0 0 0 0 0 0 2 40
0.078123 0 0 0 0 0 0 2 40
0.075873 0 0 0 0 0 0 2 40
0.073623 0 0 0 0 0 0 2 40
0.071373 0 0 0 0 0 0 2 40
0.069123 0 0 0 0 0 0 2 40
0.066873 0 0 0 0 0 0 2 40
0.064623 0 0 0 0 0 0 2 40
0.062373 0 0 0 0 0 0 2 40
0.060123 0 0 0 0 0 0 2 40
0.055623 0 0 0 0 0 0 2 40
